slug,id,sofascore_id
lukas-wallner,548026,1083185
sandro-luca-molnar,548034,
daouda-guindo,671590,
benjamin-bockle,488048,962272
lukas-ibertsberger,531640,1048746
wallison,682134,988671
samuel-major,501165,983513
fabian-windhager,434109,936148
mamady-diambou,671593,1135854
sebastian-aigner,404943,976573
amankwah-forson,650944,1113141
justin-omoregie,581880,998938
thomas-schiestl,531604,1010027
alexander-prass,434116,978062
mamadou-sangare,808348,
luka-reischl,629039,1049494
dorgeles-nene,671591,1102788
elias-havel,566626,1103911
mathias-gindl,393755,940261
sandali-conde,548032,1033684
marcel-ecker,527515,1064213
matteo-meisl,346855,926896
esad-bejic,434101,918405
lukas-prokop,321061,869667
ziad-el-sheiwi,689271,1064216
silvio-apollonio,393729,943663
facundo-perdomo,531834,895648
pascal-macher,404928,918404
mario-gintsberger,602785,
leonardo-ivkic,548035,1063811
florian-wustinger,602792,1064210
florian-fischerauer,307583,841946
armand-smrcka,488056,962289
simon-radostits,527526,1063809
levan-jordania,395945,
timo-schmelzer,602413,1116210
michael-hutter,602790,1063810
dario-kreiker,602391,1103904
pascal-sagmeister,602791,1116209
josef-pross,502980,962281
stefan-feiertag,404949,989101
romeo-vucic,566630,1064215
mark-habetler,495809,1064830
fabian-haberl,431938,
laurenz-orgler,658130,
benjamin-goschl,692605,1120312
leopold-querfeld,597432,1086547
fabian-eggenfellner,582759,940265
patrick-obermuller,353923,921167
lukas-gatti,526009,
martin-moormann,434098,918415
felix-holzhacker,526026,1064832
raphael-strasser,409234,1064826
pascal-fallmann,535650,1064827
marvin-zwickl,671437,1092254
denis-bosnjak,287182,869882
nikolas-sattlberger,669632,1086072
mehmet-talha-ekiz,526006,1064829
elias-felber,321053,987592
almer-softic,580624,1000423
almir-oda,670310,1086546
moritz-oswald,526032,1064835
marko-bozic,307427,869880
marko-dijakovic,502981,987500
benjamin-kanuric,580612,1064762
nicholas-wunsch,346851,
enes-tepecik,669633,1086073
mustafa-kocyigit,411565,1022489
arben-kokollari,689627,1064836
haris-zahirovic,597435,1091388
oliver-strunz,391561,1064828
bernhard-zimmermann,488073,962290
marco-fuchshofer,429144,1004102
nicolas-binder,500584,962285
daniel-markl,375357,1064834
tobias-hedl,548037,1064825
david-budimir,700659,
nikolas-polster,488063,962268
lukas-jungwirth,629011,1031170
reinhard-grossalber,124046,78736
manuel-gierlinger,689657,
sebastian-wimmer,130745,138128
benjamin-wallquist,346859,865537
filip-backulja,698902,999049
mohamed-konate,821068,1093014
lukas-burgstaller,526086,1021874
enrique-wild,359079,942066
sebastian-kapsamer,548025,1091114
moritz-wurdinger,449462,954810
daniel-jelisic,424735,901887
hyun-seok-hong,562948,942937
mirsad-sulejmanovic,315744,
keito-nakamura,405397,905352
fabian-benko,337027,799166
in-pyo-oh,558082,
alexander-michlmayr,604501,1031175
florian-aigner,449439,
alexander-mayr,526099,1031169
marcel-monsberger,405437,885832
rene-gartler,14825,
lennart-moser,392717,886064
phillip-menzel,284346,808612
rico-sygo,274463,939741
kristijan-kondic,420595,888456
thorsten-mahrer,76369,141130
ivan-saravanja,425693,870024
kwabe-schulz,507677,905657
maximiliano-moreira,189439,155964
simon-straudi,379879,988410
herbert-paul,160234,168797
florian-freissegger,453885,
alexander-killar,598939,943034
mcmoordy-huther,397670,
christopher-cvetko,223954,843777
markus-rusek,158155,165039
julian-von-haacke,117484,147417
fabio-markelic,451870,987817
okan-aydin,107184,138161
florian-jaritz,286747,
alex-timossi-andersson,454628,876303
tim-maciejewski,392156,1065175
oliver-markoutz,159116,168885
benjamin-hadzic,349530,946396
darijo-pecirep,155596,299262
marco-knaller,32216,7617
alexander-eckmayr,354198,870127
lukas-wedl,201731,
darijo-grujcic,307769,870118
florian-kopp,434099,1019024
markus-wostry,122792,139189
stefan-meusburger,230574,
sefik-abali,524473,
stefan-pribanovic,307661,870155
alexander-joppich,187312,356482
thomas-kofler,307617,870161
merchas-doski,530527,1381224
tizian-valentino-scharmer,629041,1126770
lukas-hupfauf,239913,823756
felix-kochl,488066,962258
clirim-recica,411234,1511710
karim-conte,566943,822493
fabio-viteritti,76658,142768
robert-martic,373790,919889
anel-hadzic,51311,26252
clemens-hubmann,434105,918418
raphael-galle,321054,879685
florian-jamnig,50690,24943
marco-holz,57934,67087
rami-tekir,243246,800330
sunday-faleye,661515,987508
markus-wallner,197100,
joao-luiz,717063,1049101
atsushi-zaizen,586504,940053
lukas-fridrikas,291090,818049
ronivaldo,256167,314304
alexander-grundler,158178,336351
elvin-ibrisimovic,429392,870499
felix-mandl,602771,1021040
nicolas-schmid,291097,799389
felix-gschossmann,286798,
bastian-horner,514379,
andreas-tokic,565860,988673
nicolas-wimmer,194736,843630
fabio-strauss,154140,335863
felix-strauss,453786,1064209
danilo-mitrovic,574666,
bernhard-janeczek,76565,126193
amar-beslagic,786013,1031609
milos-dzinic,531143,953743
tobias-messing,393710,940278
gerhard-dombaxi,452266,
marcel-schantl,509992,887399
simon-gasperlmair,419995,919456
turgay-gemicibasi,169460,807398
michael-brandner,159095,90339
engin-can-ketan,393694,990431
philipp-malicsek,223969,355512
aleksandar-kostic,263654,903945
oliver-filip,263347,794955
philipp-pomer,289396,843501
kristijan-dobras,59031,
stefano-surdanovic,307697,886062
hannes-huber,394041,1064211
fabian-schubert,276998,797888
toni-mestrovic,394144,1069469
sebastian-gessl,186360,886870
simon-kronsteiner,489358,
luka-bilobrk,67432,63931
matteo-hotop,790907,1034973
lucho-vasquez,684544,1636474
antonio-azinovic,261326,847590
julian-klar,394142,962642
clinton-bangura,425440,942385
amro-lasheen,402258,869756
tin-karamatic,213048,250063
philipp-breit,811279,1085881
simon-pirkl,243230,355496
jurgen-bauer,437822,840982
viktor-winter,353651,1120311
ivor-horvat,86968,93727
florian-sittsam,158159,288021
alexander-briedl,531634,1105690
michael-schratt,802003,1064316
clemens-seidl,627923,961897
andree-neumayer,241817,800230
sanin-muminovic,207031,791217
lucas-scholl,195064,352604
jon-sporn,356936,559590
fabian-vyhnalek,434268,988312
burak-yilmaz,164148,793687
denizcan-cosgun,488049,1064761
stephan-schimandl,354189,936267
benjamin-redzic,365438,869662
muhammed-aburub,883179,
daniel-owusu,651200,1108088
marco-siverio,597941,
michael-cheukoua,514366,896202
patrick,742414,
patrik-eler,278667,551938
hamed-saleh,387415,1064301
dzezahir-ismajli,533220,903275
markus-schnopp,802002,1064315
andreas-zingl,228304,843541
lucas-wabnig,259803,574384
lorenz-koller,328657,572990
julian-tomka,328363,799650
milos-jovicic,195803,844661
stefan-umjenovic,181725,294639
dominik-kirnbauer,782180,1034271
martin-rodler,41184,16852
georg-grasser,52187,
manuel-pfeifer,354069,887398
christoph-gschiel,106156,275821
fabian-wohlmuth,531289,989751
philipp-siegl,195110,121230
florian-prohart,353925,860309
thorsten-schriebl,308408,941055
matthias-puschl,241695,860147
joshua-steiger,440906,887271
daniel-gremsl,119230,66324
mario-kropfl,77991,54208
christoph-kropfl,46055,35403
david-schloffer,106273,126859
bajram-syla,307868,942065
martin-krienzer,375356,865552
philipp-wendler,118609,66297
patrick-burger,28802,7619
domenik-schierl,111465,190825
florian-eres,343970,843687
david-ljevar,461108,
till-cissokho,395228,859022
matthias-maak,102271,121622
dominik-stumberger,307867,825954
sebastian-feyrer,258312,
fabian-unterrainer,466565,986092
tobias-berger,432227,930556
raul-marte,526073,1087170
simon-rauscher,527275,
alexander-ranacher,307843,844451
fabian-gmeiner,189098,827462
michael-lageder,108337,126230
ismet-osmani,649927,1654530
brandon-baiye,358025,861975
dragan-marceta,372268,926893
christoph-freitag,66790,36424
hudaverdi-mutlu,454075,
mark-vogel,454072,
nael-jaby,668503,993914
pius-grabher,144585,111023
daniel-tiefenbach,382688,877196
nicolai-bosch,307732,882565
wallace-obina,689739,1655309
blankson-anoff,688706,989676
daniel-steinwender,307864,869484
haris-tabakovic,203123,259803
jan-stefanon,372036,1102789
adriano-bertaccini,364896,867250
franz-stolz,462699,985848
christopher-giuliani,307590,869474
mario-zocher,297983,843744
sebastian-doppelhofer,599162,1065304
lukas-thonhofer,391448,1031596
mario-cetina,272413,808532
amar-kvakic,650204,
alexander-steinlechner,455747,989097
olivier-nzi,650339,
karlo-lalic,587076,1032882
dominik-kotzegger,394147,988648
jonas-thurschweller,686782,
tobias-mandler,547134,1031595
martin-gschiel,523893,1021986
paul-sarac,599172,980743
denis-kovacevic,672248,1021402
christoph-graschi,455003,942894
michael-lang,337695,1065561
sekou-sylla,691740,991513
david-sencar,16585,3720
mario-grgic,134955,102289
simon-staber,606559,1021984
dejan-sarac,307672,929780
sanel-bajrektarevic,650203,
dario-sekic,804874,1121403
danis-markovic,804875,1129926
davor-tomic,585697,1031221
lukas-macher,701244,1033683
michael-wildbacher,599175,1002667
paul-mensah,598541,1136164
elvedin-heric,374247,
dino-musija,369570,991917
leo-mikic,473296,987620
lukas-parger,608974,1018754
levan-eloshvili,405290,
winfred-amoah,394020,994186
marvin-hernaus,431063,956789
paul-komolafe,742125,1021985
sascha-fischl,523869,1084913
adin-omic,372306,937867
dennis-verwuster,263360,823626
david-affengruber,122890,134496
sebastian-dirnberger,286621,
marco-stark,108418,800387
patrick-puchegger,207766,352592
stefan-goldnagl,591912,1064172
can-kurt,407502,991871
dino-kovacec,238281,840231
lukas-deinhofer,180505,355420
martin-grasegger,59043,47589
daniel-scharner,285155,843614
firat-inal,524529,1122598
philipp-offenthaler,364413,843224
matthias-wurm,122895,164695
manuel-seidl,56052,
julian-krenn,353920,940256
patrick-schagerl,129030,122168
tobias-teufner,394079,1064173
florian-binder,601071,1391617
christian-lichtenberger,282753,887904
alin-roman,186741,903675
wale-musa-alli,655691,980369
david-peham,122897,1137237
issiaka-ouedraogo,81130,42906
okan-yilmaz,286824,
benjamin-rass,592212,
belmin-jenciragic,346848,865560
jakub-krepelka,491889,919398
timon-grubmuller,583486,
stefan-staudinger,532970,
tin-plavotic,307658,842161
bojan-lugonja,307630,878449
christian-bubalovic,103859,146560
david-strmsek,654848,1031417
manuel-holzmann,568503,978066
bernhard-fila,223956,827460
mirnes-becirovic,59020,37457
kevin-sostarits,515484,962274
abdelrahman-shousha,542487,1031144
nico-pichler,308403,1008670
lukas-paulik,339011,1064306
marco-josic,654849,1109856
marco-krainz,223965,788324
martin-rasner,195745,336387
leomend-krasniqi,525045,919417
manuel-petrovic,895595,1122600
melvin-reichardt,376865,1064309
marco-sahanek,53049,88629
milan-jurdik,131974,98369
lukas-skrivanek,223981,830300
tolga-gunes,287185,869965
michael-drozd,526002,1064312
flavio,313478,
nils-zatl,213971,336273
anthony-schmid,266494,931356
christoph-nicht,194457,165093
jakob-meierhofer,286546,817938
chris-weigelt,523902,990587
manuel-tscheppe,880083,1126764
marco-gantschnig,286623,
stefan-pfeifer,263353,799484
lukas-graf,205217,244477
stephan-palla,52230,34523
benjamin-rosenberger,197084,364976
elias-jandrisevits,604519,1114257
josef-weberbauer,291653,843884
thomas-zundel,41028,23629
peter-kozissnik,84531,
marco-perchtold,45459,18706
dragan-smoljan,394014,
markus-stenzel,527553,1033538
gerald-nutz,159158,336395
peter-tschernegg,85793,126856
slobodan-mihajlovic,286602,843937
dominik-hackinger,52801,37395
reality-asemota,687413,1031526
lukas-alterdinger,444924,870410
thomas-fink,354074,908704
philipp-schellnegger,286646,799483
florian-jessenitschnig,780161,
dieter-elsneg,35390,24023
martin-harrer,80164,66179
petar-zubak,597895,942243
paul-kiedl,599167,
filip-smoljan,494279,987494
bernhard-staudinger,328067,574146
benedikt-tober,519091,1108106
valerian-huttner,401937,918902
markus-bogenreiter,317702,1046677
alberto-prada,92377,602212
alem-pasic,369580,940276
michael-martic,725504,
aleksandar-maric,374674,1031146
sascha-fahrngruber,53895,134302
michael-halbartschlager,232916,574446
paul-sahanek,263356,794961
mathias-spath,526094,1126763
jonas-broser,548036,1103903
edin-abazovic,664674,1099119
dragoslav-burkic,492049,1126769
pascal-hofstatter,329009,874932
patrick-bilic,477715,868936
thomas-himmelfreundpointner,124047,78741
kevin-brandstatter,239922,843334
pascal-fischer,455030,878339
bojan-mustecic,158260,799882
david-gonzalez,798770,1064402
josip-martinovic,232449,843629
daniel-bilic,793145,1035817
rahman-jawadi,354212,870164
michael-drga,163292,186673
philipp-ablinger,449437,985363
robin-mayr-falten,655807,
orhan-vojic,287956,796549
lucas-bundschuh,160472,186669
maximilian-lang,244015,843700
antonio-bokanovic,610710,
mario-jokic,46575,939624
felix-gurschler,439403,799888
andreas-malin,156695,276053
martin-krizic,784716,
marcel-krnjic,526070,1031383
adem-draganovic,506420,1064292
felix-gunz,854138,1126766
florian-prirsch,307839,799889
timo-friedrich,263237,885922
lukas-allgauer,156663,888393
elijah-thurnher,526079,1126768
christoph-domig,111380,137054
franco-joppi,77251,67825
aaron-kircher,83613,
stefan-wachter,337265,843225
tom-zimmerschied,337097,887457
egzon-shabani,247761,813922
lukas-katnik,45977,23960
deniz-mujic,53957,67829
maurice-mathis,307810,825961
bekem-bicki,854139,1103979
ondrej-kolar,189630,
jan-stejskal,260071,827060
matyas-vagner,710407,1048013
premysl-kovar,70625,
david-zima,544149,963084
simon-deli,234124,
tomas-holes,216278,151440
jan-boril,129655,92745
ondrej-kudela,35699,12004
david-hovorka,263431,152534
taras-kacharaba,213975,190451
ondrej-karafiat,181614,579554
vladimir-coufal,157672,138024
alexander-bah,452607,850976
michal-hosek,669014,996948
jakub-hromada,186380,326435
laco-takacs,303440,384968
jakub-kristan,707731,997003
matous-nikl,747514,1393329
oscar,401475,
petr-sevcik,147555,282971
ibrahim-traore,179236,546354
daniel-samek,671542,1122605
tomas-rigo,728679,1609788
lukas-masopust,234153,152684
tomas-malinsky,193590,161611
lukas-provod,292779,1440830
nicolae-stanciu,148372,108673
ondrej-lingr,321195,
michal-beran,664456,987805
denis-visinsky,652060,1088727
peter-olayinka,248393,289181
jakub-zeronik,506659,930299
abdallah-sima,776798,1029018
mick-van-buren,189053,156718
matej-jurasek,726714,1008382
jan-kuchta,334802,824139
petar-musa,387110,827668
stanislav-tecl,81390,71797
yusuf,351181,786166
denis-alijagic,668782,1087400
florin-nita,200475,83551
milan-heca,119472,
frantisek-kotek,358131,826035
ladislav-krejci,345911,856250
david-hancko,404418,807771
martin-vitik,652054,1085913
ondrej-celustka,70131,45764
lukas-stetina,119110,67349
dominik-plechaty,456146,930550
david-lischka,334822,839968
iva-gelashvili,502669,965244
filip-panak,331963,580842
matej-hanousek,267473,320905
michal-sacek,430054,837203
andreas-vindheim,254472,232178
adam-gabriel,665538,1085914
david-pavelka,133734,101330
filip-soucek,672840,984043
michal-travnik,189640,152973
tomas-wiesner,334807,827561
ondrej-zahustel,143148,108870
srdjan-plavsic,322800,792626
ladislav-krejci,140206,100408
matej-polidar,639928,966362
matej-rynes,539197,1093686
adam-karabec,652061,1000175
borek-dockal,62983,19239
jan-fortelny,233235,858185
vojtech-patrak,464271,936540
david-moberg-karlsson,63422,
filip-silhart,629776,965794
adam-hlozek,552057,963801
lukas-julis,147550,151884
libor-kozak,63824,51004
martin-minchev,481128,878699
ondrej-novotny,441420,839724
jindrich-stanek,242089,280601
ales-hruska,63897,23882
dominik-svacek,269167,827567
jakub-brabec,112948,72020
lukas-hejda,96047,58289
ludek-pernica,147099,113554
filip-kasa,186527,135617
matej-hybs,137621,94085
vaclav-mika,396225,865459
robin-hranac,620217,957615
david-limbersky,16090,
radim-reznik,62794,23151
milan-havel,261913,318045
josef-kozeluh,552036,963745
lukas-kalvach,283621,1006331
pavel-bucha,563033,911583
miroslav-kacer,186382,244091
tomas-horava,70153,18870
jan-kopic,119103,122185
jan-kovarik,81800,45723
simon-falta,206919,151870
ales-cermak,147540,811849
pavel-sulc,500053,957604
marko-alvir,179898,797852
adriel-ba-loua,364314,846832
joel-kayamba,384856,823204
jean-david-beauguel,198395,174895
tomas-chory,198614,188307
zdenek-ondrasek,72947,45720
ondrej-mihalik,265051,361308
lukas-matejka,480189,1049688
filip-nguyen,202914,151931
milan-knobloch,368406,825910
lukas-hasalik,599613,941359
lukas-pesl,822051,1088745
jakub-jugas,146712,117387
matej-chalus,321178,824543
jan-mikula,178467,228907
mohamed-tijani,534375,978474
marios-pourzitidis,598148,962704
miroslav-dvorak,599582,963215
daniel-kosek,486626,907168
andriy-yuzvak,755178,1089196
martin-koscelnik,382204,798808
michal-fukala,500308,
jakub-barac,503432,860118
marek-bina,469276,1118036
david-cancola,228879,
kristian-michal,561229,927180
radim-cernicky,708310,1029016
maxmilian-jiri-kytka,584316,
michal-sadilek,321204,825731
kamso-mara,525085,891772
ales-nesicky,146722,152581
matyas-kazda,688260,989481
jan-sulc,447930,857223
jan-matousek,400653,889900
michal-fasko,178914,134907
jakub-pesek,346840,239526
jhon-mosquera,239126,
jakub-necas,301019,759272
dominik-gembicky,599612,1009665
imad-rondic,464154,858600
michael-rabusic,63965,23908
adama-diame,681695,1030198
lukas-csano,550700,1048165
petr-mikulec,499574,877743
jakub-markovic,486605,907172
jan-seda,44422,18148
jakub-divis,44710,30110
aleksey-tataev,312502,
jakub-klima,539698,910462
ondrej-mazuch,23443,18956
antonin-krapka,367653,833827
jiri-kulhanek,292522,834098
simon-gabriel,486608,907160
david-simek,493763,877337
petr-mares,134874,102082
robert-mazan,181619,148750
dominik-janosek,522993,891420
samuel-dancak,344809,815560
milan-jirasek,124556,100406
marek-matejovsky,26906,11936
daniel-langhamer,710409,1001933
david-doudera,493758,891442
david-pech,552055,963798
michael-honig,488871,867562
jaromir-zmrhal,235413,151960
dominik-preisler,333637,791882
lukas-budinsky,187591,152754
dominik-masek,126770,148754
jakub-fulnek,212872,564088
jiri-skalak,148734,100412
ladislav-dufek,709931,1609764
vojtech-stransky,728609,1030207
tomas-ladra,334803,827568
lukas-masek,671519,1089218
